ID,Name,longName,battingName,fieldingName,imgUrl,dob,battingStyles,longBattingStyles,bowlingStyles,longBowlingStyles,,playingRole,espn_url
111976,Harshit Rana,Harshit Rana,Harshit Rana,Harshit Rana,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358042.png",22-12-2001,rhb,right-hand bat,rf,right-arm fast,,Top-order Batsman,https://www.espncricinfo.com/cricketers/harshit-rana-1312645
81147,VR Iyer,Venkatesh Iyer,VR Iyer,Iyer,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/337100/337187.png",25-12-1994,lhb,left-hand bat,rm,right-arm medium,,All-rounder,https://www.espncricinfo.com/cricketers/venkatesh-iyer-851403
49039,SP Narine,Sunil Narine,SP Narine,Narine,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320119.png",26-05-1988,lhb,left-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/sunil-narine-230558
51454,MK Pandey,Manish Pandey,MK Pandey,Pandey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323052.png",10-09-1989,rhb,right-hand bat,rm,right-arm medium,,Top-order Batsman,https://www.espncricinfo.com/cricketers/manish-pandey-290630
110974,A Raghuvanshi,Angkrish Raghuvanshi,A Raghuvanshi,Raghuvanshi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/345000/345093.png",05-06-2005,rhb,right-hand bat,sla,slow left-arm orthodox,,All-rounder,https://www.espncricinfo.com/cricketers/angkrish-raghuvanshi-1292495
90143,Rahmanullah Gurbaz,Rahmanullah Gurbaz,Rahmanullah Gurbaz,Rahmanullah Gurbaz,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320500/320504.png",28-11-2001,rhb,right-hand bat,Na,Na,,Top-order Batsman/Wicketkeeper,https://www.espncricinfo.com/cricketers/rahmanullah-gurbaz-974087
96395,Ramandeep Singh,Ramandeep Singh,Ramandeep Singh,Ramandeep Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/357800/357844.1.png",13-04-1997,rhb,right-hand bat,rm,right-arm medium,,All-rounder,https://www.espncricinfo.com/cricketers/ramandeep-singh-1079470
70411,N Rana,Nitish Rana,N Rana,Rana,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323054.png",27-12-1993,lhb,left-hand bat,rm,right-arm medium,,Top-order Batsman/All-rounder,https://www.espncricinfo.com/cricketers/nitish-rana-604527
96408,AS Roy,Anukul Roy,AS Roy,Roy,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/341000/341041.png",30-11-1998,lhb,left-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/anukul-roy-1079839
51012,AD Russell,Andre Russell,AD Russell,Russell,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316615.png",29-04-1988,rhb,right-hand bat,rf,right-arm fast,,All-rounder,https://www.espncricinfo.com/cricketers/andre-russell-276298
84201,SE Rutherford,Sherfane Rutherford,SE Rutherford,Rutherford,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322173.png",15-08-1998,lhb,left-hand bat,rfm,right-arm fast-medium,,Top-order Batsman,https://www.espncricinfo.com/cricketers/sherfane-rutherford-914541
101780,C Sakariya,Chetan Sakariya,C Sakariya,Sakariya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339100/339148.png",28-02-1998,lhb,left-hand bat,lmf,left-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/chetan-sakariya-1131754
113744,Sakib Hussain,Sakib Hussain,Sakib Hussain,Sakib Hussain,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",14-12-2004,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/sakib-hussain-1340422
72363,PD Salt,Phil Salt,PD Salt,Salt,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/324200/324245.png",28-08-1996,rhb,right-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/phil-salt-669365
75591,RK Singh,Rinku Singh,RK Singh,Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/341000/341043.png",12-10-1997,lhb,left-hand bat,ob,right-arm offbreak,,Middle-order Batsman,https://www.espncricinfo.com/cricketers/rinku-singh-723105
53330,MA Starc,Mitchell Starc,MA Starc,Starc,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316644.png",30-01-1990,lhb,left-hand bat,lf,left-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/mitchell-starc-311592
114312,Suyash Sharma,Suyash Sharma,Suyash Sharma,Suyash Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358041.png",15-05-2003,rhb,right-hand bat,lbg,legbreak googly,,All-rounder,https://www.espncricinfo.com/cricketers/suyash-sharma-1350792
98673,CV Varun,Varun Chakravarthy,CV Varun,Varun,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331167.png",29-08-1991,rhb,right-hand bat,lbg,legbreak googly,,Bowler,https://www.espncricinfo.com/cricketers/varun-chakravarthy-1108375
93785,AAP Atkinson,Gus Atkinson,AAP Atkinson,Atkinson,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/296200/296215.1.jpg",19-01-1998,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/gus-atkinson-1039481
90165,Mujeeb Ur Rahman,Mujeeb Ur Rahman,Mujeeb Ur Rahman,Mujeeb Ur Rahman,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320500/320501.png",28-03-2001,rhb,right-hand bat,ob,right-arm offbreak,,Bowler,https://www.espncricinfo.com/cricketers/mujeeb-ur-rahman-974109
52290,JJ Roy,Jason Roy,JJ Roy,Roy,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319791.png",21-07-1990,rhb,right-hand bat,Na,Na,,Top-order Batsman,https://www.espncricinfo.com/cricketers/jason-roy-298438
60530,KL Rahul,KL Rahul,KL Rahul,Rahul,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319942.png",18-04-1992,rhb,right-hand bat,Na,Na,,Top-order Batsman/Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/kl-rahul-422108
108342,Arshad Khan,Arshad Khan,Arshad Khan,Arshad Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378129.1.png",20-12-1997,lhb,left-hand bat,lm,left-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/arshad-khan-1244751
102735,A Badoni,Ayush Badoni,A Badoni,Badoni,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",03-12-1999,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/ayush-badoni-1151270
58406,Q de Kock,Quinton de Kock,Q de Kock,de Kock,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316668.png",17-12-1992,lhb,left-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/quinton-de-kock-379143
60737,K Gowtham,Krishnappa Gowtham,K Gowtham,Gowtham,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/356800/356850.1.png",20-10-1988,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/krishnappa-gowtham-424377
64947,MJ Henry,Matt Henry,MJ Henry,Henry,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321200/321247.png",14-12-1991,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/matt-henry-506612
64479,DJ Hooda,Deepak Hooda,DJ Hooda,Hooda,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/345000/345083.png",19-04-1995,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/deepak-hooda-497121
114592,S Joseph,Shamar Joseph,S Joseph,Joseph,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/373700/373784.1.png",31-08-1999,lhb,left-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/shamar-joseph-1356971
116042,AA Kulkarni,Arshin Kulkarni,AA Kulkarni,Kulkarni,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378126.4.jpg",15-02-2005,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/arshin-kulkarni-1403153
88977,PN Mankad,Prerak Mankad,PN Mankad,Mankad,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378128.1.png",23-04-1994,rhb,right-hand bat,rm,right-arm medium,,All-rounder,https://www.espncricinfo.com/cricketers/prerak-mankad-956871
56832,KR Mayers,Kyle Mayers,KR Mayers,Mayers,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322024.png",08-09-1992,lhb,left-hand bat,rm,right-arm medium,,All-rounder,https://www.espncricinfo.com/cricketers/kyle-mayers-348056
12562,A Mishra,Amit Mishra,A Mishra,Mishra,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323000/323053.png",24-11-1982,rhb,right-hand bat,lb,legbreak,,Bowler,https://www.espncricinfo.com/cricketers/amit-mishra-31107
101792,Mohsin Khan,Mohsin Khan,Mohsin Khan,Mohsin Khan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359759.png",15-07-1998,lhb,left-hand bat,lmf,left-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/mohsin-khan-1132005
79151,Naveen-ul-Haq,Naveen-ul-Haq,Naveen-ul-Haq,Naveen-ul-Haq,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320500/320502.png",23-09-1999,rhb,right-hand bat,rmf,right-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/naveen-ul-haq-793447
100878,D Padikkal,Devdutt Padikkal,D Padikkal,Padikkal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322229.png",07-07-2000,lhb,left-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/devdutt-padikkal-1119026
63224,KH Pandya,Krunal Pandya,KH Pandya,Pandya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322614.png",24-03-1991,lhb,left-hand bat,sla,slow left-arm orthodox,,All-rounder,https://www.espncricinfo.com/cricketers/krunal-pandya-471342
70405,N Pooran,Nicholas Pooran,N Pooran,Pooran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/320100/320109.png",02-10-1995,lhb,left-hand bat,ob,right-arm offbreak,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/nicholas-pooran-604302
104770,Ravi Bishnoi,Ravi Bishnoi,Ravi Bishnoi,Ravi Bishnoi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/337100/337188.png",05-09-2000,rhb,right-hand bat,lbg,legbreak googly,,Bowler,https://www.espncricinfo.com/cricketers/ravi-bishnoi-1175441
102751,M Siddharth,Manimaran Siddharth,M Siddharth,Siddharth,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331000/331042.png",03-07-1998,rhb,right-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/manimaran-siddharth-1151286
54212,MP Stoinis,Marcus Stoinis,MP Stoinis,Stoinis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321596.png",16-08-1989,rhb,right-hand bat,rm,right-arm medium,,All-rounder,https://www.espncricinfo.com/cricketers/marcus-stoinis-325012
64758,AJ Turner,Ashton Turner,AJ Turner,Turner,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321560.png",25-01-1993,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/ashton-turner-500268
111042,MP Yadav,Mayank Yadav,MP Yadav,Yadav,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/373900/373904.png",17-06-2002,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/mayank-yadav-1292563
95329,Yash Thakur,Yash Thakur,Yash Thakur,Yash Thakur,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/356700/356790.1.png",28-12-1998,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/yash-thakur-1070196
106850,Yudhvir Singh,Yudhvir Singh,Yudhvir Singh,Yudhvir Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/314700/314789.jpg",13-09-1997,rhb,right-hand bat,rmf,right-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/yudhvir-singh-1206052
96417,Shivam Mavi,Shivam Mavi,Shivam Mavi,Shivam Mavi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/341000/341042.png",26-11-1998,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/shivam-mavi-1079848
53121,DJ Willey,David Willey,DJ Willey,Willey,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322900/322904.png",28-02-1990,lhb,left-hand bat,lfm,left-arm fast-medium,,All-rounder,https://www.espncricinfo.com/cricketers/david-willey-308251
56993,MA Wood,Mark Wood,MA Wood,Wood,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316600/316660.png",11-01-1990,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/mark-wood-351588
70633,HH Pandya,Hardik Pandya,HH Pandya,Pandya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319938.png",11-10-1993,rhb,right-hand bat,rmf,right-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/hardik-pandya-625371
95429,D Brevis,Dewald Brevis,D Brevis,Brevis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/335100/335134.png",29-04-2003,rhb,right-hand bat,lb,legbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/dewald-brevis-1070665
70640,JJ Bumrah,Jasprit Bumrah,JJ Bumrah,Bumrah,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319900/319940.png",06-12-1993,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/jasprit-bumrah-625383
47185,PP Chawla,Piyush Chawla,PP Chawla,Chawla,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322272.png",24-12-1988,lhb,left-hand bat,lb,legbreak,,Bowler,https://www.espncricinfo.com/cricketers/piyush-chawla-32966
69729,G Coetzee,Gerald Coetzee,G Coetzee,Coetzee,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348500/348579.png",02-10-2000,rhb,right-hand bat,rf,right-arm fast,,Bowler,https://www.espncricinfo.com/cricketers/gerald-coetzee-596010
83439,TH David,Tim David,TH David,David,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/340300/340305.png",16-03-1996,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/tim-david-892749
95328,HM Desai,Harvik Desai,HM Desai,Desai,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/271800/271897.jpg",04-10-1999,rhb,right-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/harvik-desai-1070195
56596,S Gopal,Shreyas Gopal,S Gopal,Gopal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322200/322275.png",04-09-1993,rhb,right-hand bat,lb,legbreak,,Bowler,https://www.espncricinfo.com/cricketers/shreyas-gopal-344580
75325,Ishan Kishan,Ishan Kishan,Ishan Kishan,Ishan Kishan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331165.png",18-07-1998,lhb,left-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/ishan-kishan-720471
104757,A Kamboj,Anshul Kamboj,A Kamboj,Kamboj,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",06-12-2000,rhb,right-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/anshul-kamboj-1175428
103701,K Kartikeya,Kumar Kartikeya,K Kartikeya,Kartikeya,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359773.png",26-12-1997,rhb,right-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/kumar-kartikeya-1159843
106837,A Madhwal,Akash Madhwal,A Madhwal,Madhwal,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/314900/314988.png",25-11-1993,rhb,right-hand bat,rmf,right-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/akash-madhwal-1206039
111116,KT Maphaka,Kwena Maphaka,KT Maphaka,Maphaka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/339500/339569.4.jpg",08-04-2006,lhb,left-hand bat,lm,left-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/kwena-maphaka-1294342
46888,Mohammad Nabi,Mohammad Nabi,Mohammad Nabi,Mohammad Nabi,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316558.png",01-01-1985,rhb,right-hand bat,ob,right-arm offbreak,,All-rounder,https://www.espncricinfo.com/cricketers/mohammad-nabi-25913
101744,SZ Mulani,Shams Mulani,SZ Mulani,Mulani,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/357800/357845.1.png",13-03-1997,lhb,left-hand bat,sla,slow left-arm orthodox,,Bowler,https://www.espncricinfo.com/cricketers/shams-mulani-1131607
110603,Naman Dhir,Naman Dhir,Naman Dhir,Naman Dhir,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/378100/378130.1.png",31-12-1999,rhb,right-hand bat,ob,right-arm offbreak,,Bowler,https://www.espncricinfo.com/cricketers/naman-dhir-1287032
104250,SS Sharma,Shivalik Sharma,SS Sharma,Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsciNone",28-11-1998,lhb,left-hand bat,lbg,legbreak googly,,Bowler,https://www.espncricinfo.com/cricketers/shivalik-sharma-1167965
48405,RG Sharma,Rohit Sharma,RG Sharma,Sharma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316584.png",30-04-1987,rhb,right-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/rohit-sharma-34102
72505,R Shepherd,Romario Shepherd,R Shepherd,Shepherd,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322000/322037.png",26-11-1994,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/romario-shepherd-677077
102574,AS Tendulkar,Arjun Tendulkar,AS Tendulkar,Tendulkar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359770.png",24-09-1999,lhb,left-hand bat,lmf,left-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/arjun-tendulkar-1148776
88945,N Thushara,Nuwan Thushara,N Thushara,Thushara,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/343400/343442.gif",06-08-1994,rhb,right-hand bat,rmf,right-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/nuwan-thushara-955235
104396,NT Tilak Varma,Tilak Varma,NT Tilak Varma,Tilak Varma,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/314700/314790.jpg",08-11-2002,lhb,left-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/tilak-varma-1170265
102738,N Wadhera,Nehal Wadhera,N Wadhera,Wadhera,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/357800/357843.1.png",04-09-2000,lhb,left-hand bat,lb,legbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/nehal-wadhera-1151273
68020,L Wood,Luke Wood,L Wood,Wood,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/324300/324367.png",02-08-1995,lhb,left-hand bat,lfm,left-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/luke-wood-573170
61990,SA Yadav,Suryakumar Yadav,SA Yadav,Yadav,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331163.png",14-09-1990,rhb,right-hand bat,rm,right-arm medium,,Top-order Batsman,https://www.espncricinfo.com/cricketers/suryakumar-yadav-446507
50789,JP Behrendorff,Jason Behrendorff,JP Behrendorff,Behrendorff,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/321500/321589.png",20-04-1990,rhb,right-hand bat,lfm,left-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/jason-behrendorff-272477
79067,D Madushanka,Dilshan Madushanka,D Madushanka,Madushanka,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/348600/348600.png",18-09-2000,rhb,right-hand bat,lfm,left-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/dilshan-madushanka-793007
75995,Vishnu Vinod,Vishnu Vinod,Vishnu Vinod,Vishnu Vinod,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/359700/359774.png",02-12-1993,rhb,right-hand bat,Na,Na,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/vishnu-vinod-732293
15887,S Dhawan,Shikhar Dhawan,S Dhawan,Dhawan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/316500/316524.png",05-12-1985,lhb,left-hand bat,ob,right-arm offbreak,,Top-order Batsman,https://www.espncricinfo.com/cricketers/shikhar-dhawan-28235
101430,Arshdeep Singh,Arshdeep Singh,Arshdeep Singh,Arshdeep Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322100/322178.png",05-02-1999,lhb,left-hand bat,lmf,left-arm medium-fast,,Bowler,https://www.espncricinfo.com/cricketers/arshdeep-singh-1125976
52161,JM Bairstow,Jonny Bairstow,JM Bairstow,Bairstow,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/319700/319794.png",26-09-1989,rhb,right-hand bat,rm,right-arm medium,,Wicketkeeper Batter,https://www.espncricinfo.com/cricketers/jonny-bairstow-297433
95219,RD Chahar,Rahul Chahar,RD Chahar,Chahar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/331100/331166.png",04-08-1999,rhb,right-hand bat,lbg,legbreak googly,,Bowler,https://www.espncricinfo.com/cricketers/rahul-chahar-1064812
72103,SM Curran,Sam Curran,SM Curran,Curran,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/323100/323113.png",03-06-1998,lhb,left-hand bat,lmf,left-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/sam-curran-662973
51491,R Dhawan,Rishi Dhawan,R Dhawan,Dhawan,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/322600/322604.png",19-02-1990,rhb,right-hand bat,rmf,right-arm medium-fast,,All-rounder,https://www.espncricinfo.com/cricketers/rishi-dhawan-290727
80817,NT Ellis,Nathan Ellis,NT Ellis,Ellis,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/329700/329711.png",22-09-1994,rhb,right-hand bat,rfm,right-arm fast-medium,,Bowler,https://www.espncricinfo.com/cricketers/nathan-ellis-826915
104281,Harpreet Brar,Harpreet Brar,Harpreet Brar,Harpreet Brar,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/358000/358045.png",16-09-1995,lhb,left-hand bat,sla,slow left-arm orthodox,,All-rounder,https://www.espncricinfo.com/cricketers/harpreet-brar-1168641
56442,Harpreet Singh,Harpreet Singh,Harpreet Singh,Harpreet Singh,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_square_w_640,q_50/lsci/db/PICTURES/CMS/314900/314906.jpg",11-08-1991,lhb,left-hand bat,rm,right-arm medium,,Bowler,https://www.espncricinfo.com/cricketers/harpreet-singh-340854
